sku,codigo_ean,produto,categoria,quantidade_disponivel,quantidade_reservada,estoque_minimo,corredor,nivel_prateleira,localizacao,status,fragil,lote,dimensoes_cm,peso_kg,fornecedor,data_entrada,data_ultima_movimentacao,custo_unitario,preco_venda
SKU-3855,7892149161017,Kit Skincare Facial,Higiene e Beleza,421,74,30,D2,Nivel 2,D2-2,Disponivel,False,L2026877,43.9x48.0x33.6,12.98,Metropolitana Atacado,2026-06-20,2026-07-28,160.43,289.65
SKU-1187,7895677005181,Carregador de Parede 20W,Eletronicos,424,35,40,B2,Nivel 2,B2-2,Reservado,False,L2026229,59.0x8.3x12.1,7.25,Global Trade Comercio Exterior,2026-04-08,2026-05-06,184.17,351.45
SKU-2137,7892653793223,Sanduicheira,Casa e Cozinha,45,9,50,E2,Nivel 2,E2-2,Baixo Estoque,True,L2026781,22.8x33.9x18.9,1.64,Union Cargo Distribuidora,2026-05-12,2026-07-27,222.32,376.56
SKU-3724,7897749789531,Hidratante Corporal 200ml,Higiene e Beleza,443,46,40,A3,Nivel 3,A3-3,Em Conferencia,False,L2026277,25.1x36.7x24.8,1.52,Ponto Central Suprimentos,2026-02-27,2026-05-08,417.29,883.92
SKU-4584,7890446007915,Trena 5m,Ferramentas,466,32,30,B1,Nivel 1 (Solo),B1-1,Disponivel,True,L2026317,57.4x45.8x33.7,11.95,Prime Supply Comercio,2026-02-05,2026-02-09,79.81,121.17
SKU-3059,7894351723687,Camiseta Algodao Unissex,Vestuario,22,16,20,E2,Nivel 3,E2-3,Disponivel,False,L2026295,58.1x11.1x30.9,9.19,Importadora Bravo,2026-02-26,2026-04-26,84.67,118.43
SKU-2320,7897014557032,Faqueiro 24 Pecas,Casa e Cozinha,367,30,30,A3,Nivel 4 (Alto),A3-4,Disponivel,False,L2026130,29.5x37.1x40.6,8.48,Distribuidora Vega Ltda,2026-01-16,2026-07-03,348.77,797.39
SKU-5310,7895227758888,Shampoo para Pets 500ml,Pet Shop,62,36,25,C1,Nivel 3,C1-3,Disponivel,False,L2026050,33.7x13.6x22.9,3.79,Ponto Central Suprimentos,2026-05-11,2026-05-15,98.43,176.18
SKU-1149,7891168685481,Carregador Portatil,Eletronicos,469,1,25,D1,Nivel 4 (Alto),D1-4,Reservado,False,L2026799,40.4x46.5x6.0,1.46,Ponto Central Suprimentos,2026-06-15,2026-07-02,75.23,142.05
SKU-1029,7897770143630,Cabo USB-C,Eletronicos,339,74,20,C3,Nivel 3,C3-3,Disponivel,False,L2026324,32.8x18.2x11.2,1.72,Metropolitana Atacado,2026-03-27,2026-04-24,265.98,447.97
SKU-5984,7890905654636,Luminaria de Mesa LED,Utilidades para Escritorio,131,10,25,D1,Nivel 1 (Solo),D1-1,Reservado,True,L2026977,27.5x16.9x10.9,8.91,Union Cargo Distribuidora,2026-03-31,2026-05-08,428.15,943.88
SKU-2395,7898029890886,Escorredor de Louca,Casa e Cozinha,270,8,40,D2,Nivel 1 (Solo),D2-1,Disponivel,True,L2026158,39.8x34.1x36.8,1.03,Nortex Distribuicao,2026-04-27,2026-06-12,79.1,115.58
SKU-4364,7890650023565,Bicicleta Infantil Aro 16,Brinquedos,155,10,40,A1,Nivel 2,A1-2,Disponivel,False,L2026762,10.8x47.6x14.7,11.11,Comercio Atlas S.A.,2026-03-19,2026-06-30,403.91,873.83
SKU-1693,7891189394065,Pen Drive 128GB,Eletronicos,178,45,40,C3,Nivel 2,C3-2,Reservado,False,L2026047,45.4x13.3x34.9,10.27,Nortex Distribuicao,2026-07-07,2026-07-25,470.82,891.32
SKU-3867,7899251211890,Kit Skincare Facial,Higiene e Beleza,448,36,40,B1,Nivel 1 (Solo),B1-1,Disponivel,False,L2026437,54.9x41.0x17.6,12.16,Distribuidora Vega Ltda,2026-06-22,2026-07-01,469.73,801.92
SKU-4777,7899242803103,Serra Circular Portatil,Ferramentas,364,65,50,C1,Nivel 1 (Solo),C1-1,Disponivel,False,L2026642,63.1x18.5x25.5,10.86,Union Cargo Distribuidora,2026-03-22,2026-04-30,276.38,419.82
SKU-2387,7893980138718,Tabua de Corte de Bambu,Casa e Cozinha,388,48,50,B1,Nivel 2,B1-2,Disponivel,True,L2026690,58.6x28.6x41.9,0.29,Comercio Atlas S.A.,2026-04-13,2026-06-04,265.67,372.12
SKU-2846,7895461684448,Calculadora Simples,Papelaria,303,53,25,E2,Nivel 2,E2-2,Disponivel,False,L2026877,19.4x26.9x32.9,11.2,Nortex Distribuicao,2026-05-10,2026-06-19,43.98,87.13
SKU-5857,7897732752887,Livro Infantil Ilustrado,Livros e Papelaria Tecnica,395,1,15,A1,Nivel 4 (Alto),A1-4,Disponivel,False,L2026644,47.1x5.2x22.3,6.6,Union Cargo Distribuidora,2025-11-12,2026-02-22,402.88,895.49
SKU-1130,7890003075623,Fone de Ouvido com Fio,Eletronicos,476,4,15,F2,Nivel 3,F2-3,Disponivel,False,L2026690,24.9x40.5x24.9,12.63,Importadora Bravo,2026-05-17,2026-06-17,122.17,271.22
SKU-2600,7890111840656,Caneta Marca-Texto (kit 4un),Papelaria,256,68,20,C3,Nivel 4 (Alto),C3-4,Disponivel,False,L2026422,15.1x21.9x15.7,8.54,Ponto Central Suprimentos,2026-04-23,2026-06-11,67.51,109.71
SKU-4630,7891105597945,Trena a Laser,Ferramentas,87,31,15,A2,Nivel 2,A2-2,Reservado,True,L2026762,15.7x31.4x23.5,3.01,Global Trade Comercio Exterior,2026-06-06,2026-07-09,80.85,162.23
SKU-5622,7893635277649,Suporte Veicular para Celular,Automotivo,408,55,15,D1,Nivel 2,D1-2,Disponivel,False,L2026999,19.3x30.9x34.7,6.77,Nortex Distribuicao,2026-02-18,2026-07-14,310.14,438.14
SKU-1702,7895505429608,Pen Drive 128GB,Eletronicos,365,5,30,A1,Nivel 2,A1-2,Disponivel,True,L2026640,38.9x31.6x33.5,10.91,Metropolitana Atacado,2026-05-21,2026-06-28,199.25,431.02
SKU-4548,7892938074382,Kit Chaves de Fenda (12pc),Ferramentas,392,58,20,D1,Nivel 1 (Solo),D1-1,Reservado,False,L2026375,25.7x46.9x39.9,6.01,Union Cargo Distribuidora,2026-05-15,2026-07-11,477.23,942.96
SKU-4029,7892623750546,Creme Dental (kit 3un),Higiene e Beleza,78,23,15,A1,Nivel 2,A1-2,Disponivel,False,L2026530,60.4x17.2x4.2,2.9,Union Cargo Distribuidora,2026-03-12,2026-05-19,431.39,969.31
SKU-3970,7896597826900,Protetor Solar FPS 50,Higiene e Beleza,269,1,10,C2,Nivel 1 (Solo),C2-1,Disponivel,False,L2026880,6.8x27.7x32.9,13.1,Nortex Distribuicao,2026-05-24,2026-07-05,80.28,111.43
SKU-5472,7893733547248,Aromatizante Automotivo,Automotivo,33,33,10,B3,Nivel 1 (Solo),B3-1,Disponivel,False,L2026116,50.2x32.3x33.0,4.65,Global Trade Comercio Exterior,2026-07-11,2026-07-11,330.72,577.1
SKU-2709,7895412982494,Marcador de Texto (kit 6un),Papelaria,80,0,15,A3,Nivel 1 (Solo),A3-1,Reservado,False,L2026452,40.6x48.0x16.2,12.23,Metropolitana Atacado,2026-04-13,2026-04-19,315.1,439.62
SKU-3954,7899905884197,Sabonete Liquido 250ml,Higiene e Beleza,331,39,50,B2,Nivel 4 (Alto),B2-4,Disponivel,False,L2026743,12.8x42.3x22.9,3.81,Union Cargo Distribuidora,2025-12-14,2026-05-14,328.94,721.07
SKU-1455,7898363146243,Power Bank 20000mAh,Eletronicos,295,13,50,F2,Nivel 1 (Solo),F2-1,Disponivel,False,L2026272,17.0x6.2x28.5,1.7,Metropolitana Atacado,2026-01-04,2026-06-30,118.51,260.65
SKU-3869,7895928396259,Kit Skincare Facial,Higiene e Beleza,242,58,50,A2,Nivel 4 (Alto),A2-4,Disponivel,False,L2026014,46.6x37.3x38.1,5.59,Nortex Distribuicao,2026-06-12,2026-07-01,442.08,749.66
SKU-3041,7895885728346,Apontador com Deposito,Papelaria,335,27,25,F1,Nivel 1 (Solo),F1-1,Disponivel,False,L2026019,26.7x46.3x24.2,9.79,Importadora Bravo,2025-11-28,2026-04-08,42.86,82.29
SKU-2773,7898858748952,Agenda Executiva,Papelaria,446,46,40,B1,Nivel 1 (Solo),B1-1,Disponivel,False,L2026067,21.5x46.2x30.9,12.87,Nortex Distribuicao,2025-12-21,2026-02-17,295.35,469.76
SKU-3316,7892764714247,Bermuda Moletom,Vestuario,333,29,40,A2,Nivel 1 (Solo),A2-1,Disponivel,False,L2026197,44.2x37.8x7.3,13.89,Metropolitana Atacado,2025-12-17,2026-02-17,280.5,413.52
SKU-1610,7890633016584,Roteador Wi-Fi Dual Band,Eletronicos,243,25,15,C2,Nivel 2,C2-2,Disponivel,False,L2026998,56.8x24.0x22.3,2.81,Importadora Bravo,2026-03-15,2026-05-16,352.22,673.52
SKU-1168,7893866317794,Carregador de Parede 20W,Eletronicos,45,34,25,A2,Nivel 4 (Alto),A2-4,Disponivel,False,L2026987,8.1x28.6x35.0,8.69,Ponto Central Suprimentos,2026-01-04,2026-02-11,12.46,21.6
SKU-1731,7892050938692,Cartao de Memoria 128GB,Eletronicos,354,32,40,B2,Nivel 2,B2-2,Disponivel,False,L2026463,36.2x32.1x27.9,8.78,Metropolitana Atacado,2026-04-28,2026-05-12,164.76,337.54
SKU-5362,7894125496014,Oleo Lubrificante 1L,Automotivo,105,30,40,C3,Nivel 3,C3-3,Em Conferencia,False,L2026469,39.5x39.8x25.3,11.52,Union Cargo Distribuidora,2025-12-28,2026-02-06,94.34,174.43
SKU-4359,7899488340394,Bicicleta Infantil Aro 16,Brinquedos,216,0,10,C2,Nivel 1 (Solo),C2-1,Disponivel,False,L2026057,53.9x30.6x3.9,9.48,Metropolitana Atacado,2025-11-24,2026-03-14,449.85,804.62
SKU-4897,7890999757060,Kit Soquetes 40 Pecas,Ferramentas,460,71,10,C1,Nivel 4 (Alto),C1-4,Disponivel,False,L2026325,32.7x27.2x5.6,7.45,Ponto Central Suprimentos,2026-05-30,2026-07-25,150.6,344.36
SKU-3075,7899405964702,Camiseta Algodao Unissex,Vestuario,102,54,15,A3,Nivel 3,A3-3,Reservado,False,L2026751,48.2x6.0x14.8,3.19,Fornecedora Horizonte Ltda,2025-12-10,2026-01-13,158.66,244.13
SKU-5053,7891163340163,Racao para Caes Filhotes 10kg,Pet Shop,127,27,25,B1,Nivel 2,B1-2,Reservado,False,L2026619,63.3x28.5x12.5,13.01,Nortex Distribuicao,2026-05-18,2026-05-29,96.28,136.93
SKU-5178,7890007537141,Brinquedo Mordedor para Caes,Pet Shop,83,60,15,F1,Nivel 1 (Solo),F1-1,Disponivel,False,L2026835,53.6x16.8x11.2,6.41,Metropolitana Atacado,2026-01-07,2026-05-27,211.97,364.91
SKU-4946,7890104880744,Martelo Unha 25mm,Ferramentas,271,64,20,D1,Nivel 2,D1-2,Disponivel,False,L2026729,47.7x26.6x8.9,13.74,Global Trade Comercio Exterior,2025-11-22,2026-04-02,205.22,364.7
SKU-4701,7893351749642,Nivel a Laser,Ferramentas,199,69,50,C1,Nivel 2,C1-2,Disponivel,True,L2026902,23.9x47.9x28.4,8.56,Comercio Atlas S.A.,2026-06-17,2026-06-20,139.64,305.55
SKU-2623,7894940395189,Caneta Marca-Texto (kit 4un),Papelaria,318,41,25,A2,Nivel 2,A2-2,Disponivel,False,L2026558,63.5x14.8x28.2,3.5,Distribuidora Vega Ltda,2026-01-24,2026-05-13,133.98,289.07
SKU-1588,7899592728279,Roteador Wi-Fi Dual Band,Eletronicos,318,4,10,F2,Nivel 1 (Solo),F2-1,Em Conferencia,False,L2026198,46.3x30.4x8.7,8.47,Prime Supply Comercio,2025-12-19,2026-05-10,449.08,652.24
SKU-2402,7895139196037,Escorredor de Louca,Casa e Cozinha,265,21,20,B1,Nivel 4 (Alto),B1-4,Reservado,False,L2026198,47.9x13.4x37.1,2.08,Nortex Distribuicao,2026-03-09,2026-03-12,270.94,418.84
SKU-4046,7893491710038,Desodorante Aerosol,Higiene e Beleza,320,43,40,D2,Nivel 1 (Solo),D2-1,Reservado,False,L2026251,61.0x39.2x35.5,8.78,Ponto Central Suprimentos,2026-04-19,2026-05-21,112.03,174.58
SKU-4225,7894283527063,Jogo de Tabuleiro Familia,Brinquedos,228,61,10,D2,Nivel 1 (Solo),D2-1,Disponivel,False,L2026857,14.4x22.0x26.5,9.02,Nortex Distribuicao,2026-05-04,2026-05-13,400.17,690.81
SKU-2701,7897354904794,Estojo Duplo,Papelaria,386,69,50,B3,Nivel 3,B3-3,Em Conferencia,False,L2026757,48.1x33.1x5.7,11.12,Distribuidora Vega Ltda,2026-06-18,2026-07-01,398.28,728.28
SKU-4089,7895772005369,Quebra-Cabeca 500 pecas,Brinquedos,281,67,50,D1,Nivel 1 (Solo),D1-1,Disponivel,False,L2026033,59.9x37.3x11.8,1.48,Union Cargo Distribuidora,2026-02-22,2026-03-03,209.7,327.06
SKU-5506,7899976530481,Carregador Veicular USB,Automotivo,232,17,15,B3,Nivel 1 (Solo),B3-1,Disponivel,False,L2026078,35.7x6.2x4.8,7.59,Union Cargo Distribuidora,2025-12-31,2026-06-10,284.95,502.0
SKU-3982,7891372420465,Protetor Solar FPS 50,Higiene e Beleza,187,29,40,B3,Nivel 2,B3-2,Em Conferencia,False,L2026466,53.8x40.5x7.4,8.03,Nortex Distribuicao,2026-06-26,2026-06-27,306.85,700.08
SKU-1041,7890913431618,Cabo HDMI 2m,Eletronicos,324,12,50,E1,Nivel 3,E1-3,Disponivel,False,L2026580,23.3x21.1x7.8,9.56,Importadora Bravo,2025-11-24,2026-07-21,25.89,54.53
SKU-2380,7892882847056,Tabua de Corte de Bambu,Casa e Cozinha,22,15,15,B1,Nivel 2,B1-2,Disponivel,False,L2026764,33.2x39.1x32.2,2.27,Distribuidora Vega Ltda,2025-12-17,2026-02-21,261.23,567.83
SKU-3090,7899083069256,Camiseta Regata,Vestuario,354,75,10,F1,Nivel 1 (Solo),F1-1,Reservado,False,L2026070,24.4x8.3x25.0,11.83,Ponto Central Suprimentos,2026-04-15,2026-06-11,428.18,955.58
SKU-4925,7895860505580,Kit Soquetes 40 Pecas,Ferramentas,153,58,10,D2,Nivel 1 (Solo),D2-1,Disponivel,False,L2026369,26.1x27.0x38.1,7.58,Metropolitana Atacado,2026-06-04,2026-07-17,179.84,299.94
SKU-3176,7894571869196,Meia Soquete (par),Vestuario,329,65,40,C1,Nivel 2,C1-2,Em Conferencia,False,L2026206,60.3x18.9x31.2,3.08,Metropolitana Atacado,2026-04-10,2026-06-21,288.13,442.48
SKU-4218,7891064802326,Jogo de Tabuleiro Familia,Brinquedos,344,65,20,D1,Nivel 1 (Solo),D1-1,Disponivel,False,L2026319,63.2x17.2x14.0,5.45,Global Trade Comercio Exterior,2026-06-28,2026-07-04,262.17,586.8
SKU-3886,7894435934572,Escova Alisadora,Higiene e Beleza,208,14,10,B3,Nivel 4 (Alto),B3-4,Em Conferencia,False,L2026249,62.5x5.7x29.9,9.61,Nortex Distribuicao,2026-05-22,2026-06-27,189.32,328.93
SKU-1075,7898669125171,Fone de Ouvido Bluetooth,Eletronicos,348,66,25,F2,Nivel 2,F2-2,Disponivel,True,L2026169,9.3x10.3x8.1,2.31,Nortex Distribuicao,2025-12-29,2026-06-25,209.93,465.03
SKU-5115,7892147493547,Racao para Gatos Filhotes 3kg,Pet Shop,156,14,30,C2,Nivel 3,C2-3,Disponivel,False,L2026539,45.3x39.7x29.6,13.94,Prime Supply Comercio,2026-03-03,2026-03-30,351.23,731.31
SKU-6058,7896097305110,Suporte para Monitor,Utilidades para Escritorio,302,48,20,F1,Nivel 4 (Alto),F1-4,Em Conferencia,False,L2026801,37.5x30.2x24.6,7.04,Importadora Bravo,2026-03-04,2026-06-06,202.24,285.89
SKU-3658,7899594052198,Escova de Dente Eletrica,Higiene e Beleza,293,79,30,F2,Nivel 1 (Solo),F2-1,Disponivel,False,L2026236,9.0x46.1x22.1,0.33,Prime Supply Comercio,2025-12-22,2026-01-12,240.59,438.8
SKU-4181,7893597309808,Pista de Carrinhos,Brinquedos,163,60,25,F2,Nivel 2,F2-2,Disponivel,False,L2026257,38.6x41.6x18.7,11.68,Ponto Central Suprimentos,2026-03-02,2026-07-16,53.22,107.12
SKU-3077,7891225264970,Camiseta Algodao Unissex,Vestuario,224,70,20,C1,Nivel 3,C1-3,Disponivel,False,L2026478,15.6x22.8x39.5,13.76,Distribuidora Vega Ltda,2026-01-28,2026-02-18,321.96,523.49
SKU-1442,7899648253113,Power Bank 20000mAh,Eletronicos,223,1,10,D1,Nivel 2,D1-2,Disponivel,False,L2026465,10.6x21.4x31.7,8.9,Global Trade Comercio Exterior,2026-07-06,2026-07-09,340.81,758.15
SKU-5185,7894060093033,Brinquedo Mordedor para Caes,Pet Shop,158,5,25,A1,Nivel 1 (Solo),A1-1,Disponivel,True,L2026977,22.2x40.8x30.0,1.44,Nortex Distribuicao,2026-01-30,2026-06-01,296.07,475.12
SKU-3052,7899771180164,Apontador com Deposito,Papelaria,356,58,25,F1,Nivel 2,F1-2,Disponivel,False,L2026450,63.4x42.2x22.8,1.44,Ponto Central Suprimentos,2026-04-07,2026-07-22,399.0,745.42
SKU-3542,7898636938056,Luva Termica,Vestuario,129,50,30,C2,Nivel 1 (Solo),C2-1,Em Conferencia,False,L2026433,12.2x21.1x9.7,13.01,Comercio Atlas S.A.,2026-01-25,2026-05-22,112.94,224.42
SKU-4307,7894726247190,Drone de Brinquedo,Brinquedos,381,29,50,C1,Nivel 2,C1-2,Disponivel,True,L2026006,63.6x41.9x39.2,7.64,Importadora Bravo,2025-11-27,2026-06-16,215.26,473.56
SKU-2302,7899983976739,Faqueiro 24 Pecas,Casa e Cozinha,261,61,30,C1,Nivel 1 (Solo),C1-1,Disponivel,False,L2026029,51.5x15.7x10.8,0.47,Comercio Atlas S.A.,2026-04-04,2026-07-01,10.28,21.67
SKU-4431,7890323124896,Kit Blocos de Montar,Brinquedos,390,32,10,C2,Nivel 3,C2-3,Reservado,False,L2026696,27.2x30.9x14.8,7.61,Union Cargo Distribuidora,2026-06-11,2026-06-15,160.27,302.28
SKU-2305,7890418280513,Faqueiro 24 Pecas,Casa e Cozinha,206,55,25,C3,Nivel 1 (Solo),C3-1,Disponivel,False,L2026035,37.1x17.6x13.0,8.19,Fornecedora Horizonte Ltda,2025-12-08,2026-06-12,107.53,158.15
SKU-1237,7893022050206,Mouse sem Fio,Eletronicos,295,77,40,F2,Nivel 1 (Solo),F2-1,Disponivel,False,L2026807,45.7x31.3x29.7,7.89,Union Cargo Distribuidora,2026-07-01,2026-07-25,202.47,307.62
SKU-5287,7893982981084,Shampoo para Pets 500ml,Pet Shop,20,19,25,B2,Nivel 1 (Solo),B2-1,Baixo Estoque,True,L2026599,9.1x30.4x4.8,5.31,Prime Supply Comercio,2026-04-16,2026-05-14,110.46,204.49
SKU-3600,7899282369645,Shampoo 400ml,Higiene e Beleza,122,69,30,E2,Nivel 2,E2-2,Reservado,False,L2026203,46.6x35.7x10.7,11.64,Fornecedora Horizonte Ltda,2026-02-20,2026-06-01,45.68,85.48
SKU-3574,7895394807204,Luva Termica,Vestuario,423,56,50,F1,Nivel 3,F1-3,Reservado,False,L2026738,25.4x18.0x9.1,6.79,Fornecedora Horizonte Ltda,2026-01-08,2026-05-01,321.22,591.73
SKU-4281,7895861821146,Boneca com Acessorios,Brinquedos,363,70,10,E1,Nivel 2,E1-2,Disponivel,True,L2026747,52.2x25.1x34.1,5.29,Importadora Bravo,2026-05-08,2026-07-09,200.53,336.81
SKU-4187,7896842633611,Pista de Carrinhos,Brinquedos,438,75,30,B1,Nivel 3,B1-3,Disponivel,False,L2026566,27.5x12.0x7.8,1.62,Metropolitana Atacado,2026-04-17,2026-05-13,429.61,874.86
SKU-4954,7890485513132,Martelo Unha 25mm,Ferramentas,131,28,30,E1,Nivel 4 (Alto),E1-4,Em Conferencia,False,L2026558,27.2x26.9x30.5,7.74,Global Trade Comercio Exterior,2026-04-07,2026-07-19,415.18,590.31
SKU-3769,7894913481697,Secador de Cabelo 2000W,Higiene e Beleza,401,35,50,B1,Nivel 2,B1-2,Em Conferencia,True,L2026140,47.4x36.9x10.0,12.22,Ponto Central Suprimentos,2026-04-27,2026-07-10,80.83,141.62
SKU-3107,7899640009251,Camiseta Regata,Vestuario,346,65,25,F2,Nivel 3,F2-3,Reservado,False,L2026486,13.5x27.4x27.0,6.71,Fornecedora Horizonte Ltda,2025-11-18,2026-02-25,315.67,554.09
SKU-3680,7896994652171,Kit Barbear,Higiene e Beleza,447,47,20,B3,Nivel 3,B3-3,Disponivel,False,L2026536,55.7x34.6x2.9,3.87,Ponto Central Suprimentos,2026-05-24,2026-06-04,271.53,579.84
SKU-3762,7890124181166,Secador de Cabelo 2000W,Higiene e Beleza,233,50,10,A2,Nivel 1 (Solo),A2-1,Disponivel,True,L2026575,15.6x36.6x5.7,3.83,Importadora Bravo,2026-02-14,2026-04-17,294.56,653.09
SKU-2388,7893374356704,Escorredor de Louca,Casa e Cozinha,325,57,15,C3,Nivel 2,C3-2,Disponivel,False,L2026684,31.5x31.7x20.5,12.58,Global Trade Comercio Exterior,2026-06-25,2026-07-08,444.78,755.02
SKU-5820,7898442342238,Planner Anual,Livros e Papelaria Tecnica,302,25,30,C2,Nivel 1 (Solo),C2-1,Disponivel,False,L2026376,20.9x35.9x17.2,6.6,Global Trade Comercio Exterior,2025-12-19,2026-07-28,96.96,183.48
SKU-5645,7896212999446,Suporte Veicular para Celular,Automotivo,27,14,20,C3,Nivel 3,C3-3,Disponivel,False,L2026932,49.5x31.7x16.5,5.91,Importadora Bravo,2026-01-25,2026-02-26,384.94,520.58
SKU-2280,7891639714924,Balanca de Cozinha Digital,Casa e Cozinha,462,59,10,F2,Nivel 2,F2-2,Disponivel,True,L2026831,62.8x44.3x14.0,6.58,Nortex Distribuicao,2026-04-27,2026-04-30,412.98,947.86
SKU-6028,7896758457691,Organizador de Mesa,Utilidades para Escritorio,41,8,20,C3,Nivel 3,C3-3,Reservado,False,L2026562,12.4x31.9x27.4,10.84,Importadora Bravo,2025-12-05,2026-04-01,316.5,666.15
SKU-2556,7892176189893,Caderno Espiral 100fls,Papelaria,254,70,30,F1,Nivel 4 (Alto),F1-4,Em Conferencia,False,L2026079,27.9x7.7x22.0,1.85,Nortex Distribuicao,2026-03-10,2026-04-11,230.63,407.31
SKU-4191,7891438397502,Pista de Carrinhos,Brinquedos,455,28,20,F2,Nivel 2,F2-2,Disponivel,False,L2026502,8.2x9.4x19.2,12.86,Global Trade Comercio Exterior,2026-05-20,2026-06-10,366.53,799.15
SKU-5815,7892077748212,Planner Anual,Livros e Papelaria Tecnica,68,47,40,A1,Nivel 2,A1-2,Disponivel,False,L2026531,46.5x24.5x28.5,12.65,Metropolitana Atacado,2026-04-06,2026-04-08,172.65,236.6
SKU-4595,7892342820971,Trena 5m,Ferramentas,257,54,30,A3,Nivel 2,A3-2,Em Conferencia,False,L2026728,48.8x11.4x10.9,7.82,Metropolitana Atacado,2026-01-22,2026-05-06,409.18,884.85
SKU-2921,7894456619663,Grampeador de Mesa,Papelaria,235,48,40,A2,Nivel 3,A2-3,Reservado,False,L2026381,6.1x8.5x41.5,4.82,Fornecedora Horizonte Ltda,2026-06-30,2026-07-06,132.67,213.4
SKU-1514,7891028767548,Pulseira Fitness,Eletronicos,389,15,30,C1,Nivel 3,C1-3,Disponivel,False,L2026220,55.5x18.6x5.1,13.38,Ponto Central Suprimentos,2025-12-27,2026-04-21,340.17,573.95
SKU-2309,7891318118142,Faqueiro 24 Pecas,Casa e Cozinha,175,10,10,B1,Nivel 2,B1-2,Disponivel,False,L2026425,45.4x18.3x20.0,0.07,Ponto Central Suprimentos,2026-04-24,2026-05-08,59.14,128.94
SKU-1915,7899057720442,"Panela de Pressao 4,5L",Casa e Cozinha,10,1,10,C2,Nivel 3,C2-3,Disponivel,False,L2026637,64.9x15.3x24.0,6.78,Prime Supply Comercio,2026-06-18,2026-06-22,106.38,170.97
SKU-4453,7899045082026,Patinete Infantil,Brinquedos,392,55,50,D1,Nivel 2,D1-2,Disponivel,False,L2026194,15.5x36.6x15.3,9.79,Union Cargo Distribuidora,2026-03-18,2026-06-16,394.44,764.23
SKU-4696,7890629169676,Nivel a Laser,Ferramentas,272,24,10,B1,Nivel 2,B1-2,Disponivel,True,L2026049,17.4x17.7x33.0,1.23,Union Cargo Distribuidora,2026-02-22,2026-06-25,405.08,549.45
SKU-4157,7892314302528,Boneco de Acao Articulado,Brinquedos,5,3,10,A3,Nivel 1 (Solo),A3-1,Baixo Estoque,False,L2026243,38.3x28.3x23.7,3.7,Union Cargo Distribuidora,2026-04-30,2026-07-08,323.04,612.23
SKU-3199,7897462133451,Bone Aba Curva,Vestuario,455,44,30,D2,Nivel 3,D2-3,Disponivel,False,L2026034,62.3x30.7x31.0,8.19,Prime Supply Comercio,2026-04-03,2026-06-14,193.33,272.74
SKU-1775,7897991609113,Suporte para Celular Veicular,Eletronicos,37,13,20,A2,Nivel 2,A2-2,Em Conferencia,False,L2026111,54.1x47.9x36.9,3.3,Union Cargo Distribuidora,2026-04-13,2026-05-05,363.61,698.02
SKU-1944,7890113753589,Jogo de Talheres Inox,Casa e Cozinha,361,15,15,F2,Nivel 2,F2-2,Disponivel,True,L2026480,36.8x5.1x7.5,8.4,Distribuidora Vega Ltda,2026-02-21,2026-03-15,325.77,698.86
SKU-1823,7898227200289,Adaptador USB-C para HDMI,Eletronicos,314,37,15,D2,Nivel 2,D2-2,Disponivel,False,L2026749,11.2x17.0x41.5,1.89,Metropolitana Atacado,2026-06-09,2026-06-16,454.06,638.5
SKU-1165,7895579415521,Carregador Portatil,Eletronicos,205,51,10,B2,Nivel 1 (Solo),B2-1,Em Conferencia,True,L2026966,53.0x9.9x29.8,11.83,Comercio Atlas S.A.,2026-01-18,2026-03-28,384.75,756.57
SKU-4984,7894036289958,Lanterna de Trabalho Recarregavel,Ferramentas,144,39,20,C2,Nivel 2,C2-2,Reservado,False,L2026128,62.8x22.4x24.7,2.05,Comercio Atlas S.A.,2026-02-27,2026-03-27,7.04,10.63
SKU-3539,7896772396778,Luva Termica,Vestuario,97,72,30,C2,Nivel 3,C2-3,Disponivel,False,L2026307,29.6x12.8x32.2,0.23,Prime Supply Comercio,2025-11-27,2026-07-08,197.79,369.14
SKU-5902,7890974344179,Cadeira de Escritorio Ergonomica,Utilidades para Escritorio,279,64,50,D2,Nivel 1 (Solo),D2-1,Disponivel,True,L2026865,60.2x31.2x40.9,13.34,Comercio Atlas S.A.,2026-07-01,2026-07-02,234.95,512.95
SKU-2312,7894106032675,Faqueiro 24 Pecas,Casa e Cozinha,119,8,20,C3,Nivel 1 (Solo),C3-1,Disponivel,False,L2026618,11.2x41.0x5.2,5.71,Global Trade Comercio Exterior,2026-04-15,2026-05-27,444.52,767.57
SKU-5666,7895656182223,Camera de Re Automotiva,Automotivo,276,12,40,B1,Nivel 2,B1-2,Disponivel,True,L2026177,41.4x10.9x32.0,4.27,Importadora Bravo,2026-03-26,2026-05-26,93.45,146.43
SKU-5288,7896453371599,Shampoo para Pets 500ml,Pet Shop,374,33,25,B1,Nivel 2,B1-2,Reservado,False,L2026922,13.3x31.9x9.1,5.11,Comercio Atlas S.A.,2026-05-26,2026-06-20,102.96,165.65
SKU-5767,7890026231266,Revista em Quadrinhos (edicao especial),Livros e Papelaria Tecnica,403,41,25,B1,Nivel 4 (Alto),B1-4,Disponivel,False,L2026573,59.9x26.8x17.8,6.23,Ponto Central Suprimentos,2026-06-08,2026-07-09,256.27,453.05
